1.518151462078094482e-01,8.435697555541992188e-01,6.879010796546936035e-01,5.422712564468383789e-01,4.248350858688354492e-02,6.285800337791442871e-01,4.818274080753326416e-01,1.427292376756668091e-01,6.813949346542358398e-01,6.355834603309631348e-01
1.765985637903213501e-01,8.788022994995117188e-01,5.451359152793884277e-01,4.111611247062683105e-01,1.391757279634475708e-01,6.863511204719543457e-01,6.331506371498107910e-01,1.922113448381423950e-01,5.534574389457702637e-01,7.324081659317016602e-01
2.481994777917861938e-01,8.524507284164428711e-01,4.885951578617095947e-01,3.788182735443115234e-01,1.989146023988723755e-01,7.137481570243835449e-01,7.037308216094970703e-01,2.265901565551757812e-01,4.901672601699829102e-01,7.409622669219970703e-01
2.851797044277191162e-01,7.047007679939270020e-01,2.878108024597167969e-01,3.136471509933471680e-01,1.149079725146293640e-01,8.690267205238342285e-01,7.660247683525085449e-01,3.501817584037780762e-01,4.387601613998413086e-01,7.337920069694519043e-01
3.092984557151794434e-01,7.682814598083496094e-01,3.356381356716156006e-01,2.526017427444458008e-01,9.551052749156951904e-02,8.304271697998046875e-01,7.920438051223754883e-01,2.585892379283905029e-01,3.326068818569183350e-01,7.953630685806274414e-01
3.177231848239898682e-01,7.726744413375854492e-01,2.533848881721496582e-01,3.509193360805511475e-01,1.084609329700469971e-01,7.998587489128112793e-01,8.115950226783752441e-01,3.883260488510131836e-01,2.464733719825744629e-01,8.751196861267089844e-01
3.976818323135375977e-01,7.858497500419616699e-01,1.826478391885757446e-01,2.408244013786315918e-01,1.759589910507202148e-01,9.297980070114135742e-01,8.207769393920898438e-01,3.361654877662658691e-01,2.482537627220153809e-01,8.175770640373229980e-01
3.460194170475006104e-01,8.290370106697082520e-01,1.808619946241378784e-01,2.920728027820587158e-01,1.237394213676452637e-01,9.047065377235412598e-01,8.316037654876708984e-01,3.730730116367340088e-01,2.028888314962387085e-01,8.990131616592407227e-01
3.661668300628662109e-01,8.286708593368530273e-01,1.378805637359619141e-01,3.302253782749176025e-01,9.121225029230117798e-02,9.096928238868713379e-01,8.953849673271179199e-01,3.825370967388153076e-01,2.906960546970367432e-01,7.929032444953918457e-01
3.477292954921722412e-01,8.062878251075744629e-01,9.029830992221832275e-02,4.322007298469543457e-01,9.319143742322921753e-02,8.795531988143920898e-01,8.287985920906066895e-01,4.441282153129577637e-01,1.187388151884078979e-01,7.771399617195129395e-01
3.929970860481262207e-01,8.619052171707153320e-01,8.041226863861083984e-02,4.783199131488800049e-01,1.292599290609359741e-01,8.787840604782104492e-01,8.348604440689086914e-01,4.213316440582275391e-01,1.015895009040832520e-01,9.015913009643554688e-01
3.868072330951690674e-01,7.708258032798767090e-01,1.714692115783691406e-01,4.987497329711914062e-01,1.663096696138381958e-01,8.545876741409301758e-01,8.335703611373901367e-01,5.117129087448120117e-01,2.315735816955566406e-01,8.308292627334594727e-01
3.854636251926422119e-01,7.789366245269775391e-01,5.017470195889472961e-02,5.203297734260559082e-01,1.630583256483078003e-01,8.833459615707397461e-01,8.701563477516174316e-01,4.764100015163421631e-01,1.447314620018005371e-01,9.060917496681213379e-01
3.424433767795562744e-01,8.237624168395996094e-01,3.221212327480316162e-02,5.636684894561767578e-01,1.866594702005386353e-01,9.776474237442016602e-01,8.830499649047851562e-01,4.564690589904785156e-01,7.802825421094894409e-02,8.842990398406982422e-01
2.683739662170410156e-01,9.173796176910400391e-01,3.040921874344348907e-02,5.821189880371093750e-01,8.534391969442367554e-02,9.871975779533386230e-01,7.959745526313781738e-01,5.165171623229980469e-01,1.147756278514862061e-01,9.151175022125244141e-01
2.644025087356567383e-01,8.682093024253845215e-01,6.856981664896011353e-02,5.627635717391967773e-01,1.050954386591911316e-01,8.557508587837219238e-01,8.702787756919860840e-01,4.354337751865386963e-01,0.000000000000000000e+00,8.073664307594299316e-01
3.096671402454376221e-01,8.007169961929321289e-01,1.439708471298217773e-02,6.970726847648620605e-01,9.429710358381271362e-02,8.787129521369934082e-01,8.779731988906860352e-01,5.009185075759887695e-01,1.362958699464797974e-01,9.002583026885986328e-01
3.066119551658630371e-01,9.086591005325317383e-01,1.446804776787757874e-02,7.031695842742919922e-01,1.733433604240417480e-01,9.072291254997253418e-01,9.216720461845397949e-01,4.150826632976531982e-01,8.037766069173812866e-02,9.292814135551452637e-01
2.510664761066436768e-01,9.180986881256103516e-01,1.404856331646442413e-02,7.053542733192443848e-01,9.589771926403045654e-02,9.232522249221801758e-01,8.861767053604125977e-01,5.601284503936767578e-01,9.399182349443435669e-02,8.572953343391418457e-01
2.102667391300201416e-01,8.883939385414123535e-01,8.350833319127559662e-03,7.550783753395080566e-01,6.671367585659027100e-02,8.755660653114318848e-01,8.855673074722290039e-01,5.560166239738464355e-01,4.826896637678146362e-02,8.644013404846191406e-01
2.207912355661392212e-01,8.789717555046081543e-01,8.159071952104568481e-02,7.395524978637695312e-01,7.653785496950149536e-02,9.505390524864196777e-01,8.599642515182495117e-01,5.794027447700500488e-01,1.186149492859840393e-01,9.154823422431945801e-01
