8.238471150398254395e-01,8.404334187507629395e-01,2.972812950611114502e-01,7.336072921752929688e-01,8.769843578338623047e-01,1.692758798599243164e-01,7.994324564933776855e-01,5.634998083114624023e-01,6.391953825950622559e-01,6.345133185386657715e-01
8.689077496528625488e-01,6.885413527488708496e-01,2.557116448879241943e-01,7.928230166435241699e-01,7.230549454689025879e-01,3.365784287452697754e-01,4.731261432170867920e-01,4.592575728893280029e-01,5.914023518562316895e-01,7.639780640602111816e-01
8.196350932121276855e-01,6.465360522270202637e-01,2.744260132312774658e-01,7.372792363166809082e-01,6.319506168365478516e-01,3.753016591072082520e-01,3.017810881137847900e-01,5.145249962806701660e-01,7.551766037940979004e-01,8.738487958908081055e-01
7.430641651153564453e-01,6.890426874160766602e-01,1.941395252943038940e-01,7.258173823356628418e-01,5.759475231170654297e-01,4.440650343894958496e-01,1.925879418849945068e-01,4.934087097644805908e-01,7.156344056129455566e-01,8.563642501831054688e-01
6.396872997283935547e-01,5.854995846748352051e-01,1.881506890058517456e-01,5.805168747901916504e-01,5.620729327201843262e-01,5.947136282920837402e-01,1.770457029342651367e-01,4.632432758808135986e-01,7.176190614700317383e-01,7.663269639015197754e-01
6.360167264938354492e-01,5.311413407325744629e-01,2.113020718097686768e-01,6.402501463890075684e-01,5.051532387733459473e-01,5.659517645835876465e-01,1.732303947210311890e-01,3.961169123649597168e-01,8.698549270629882812e-01,8.561929464340209961e-01
6.166572570800781250e-01,5.343399047851562500e-01,3.072187602519989014e-01,5.787920355796813965e-01,4.756934642791748047e-01,6.156391501426696777e-01,1.212023049592971802e-01,3.732151985168457031e-01,8.562601804733276367e-01,8.728350400924682617e-01
6.215505599975585938e-01,4.574343860149383545e-01,2.774324715137481689e-01,5.772584080696105957e-01,5.049047470092773438e-01,6.415308117866516113e-01,5.923502519726753235e-02,1.940705180168151855e-01,9.071390032768249512e-01,9.520621299743652344e-01
5.928125381469726562e-01,5.113977789878845215e-01,2.387429028749465942e-01,5.718845725059509277e-01,4.837968051433563232e-01,7.324358224868774414e-01,1.142271012067794800e-01,3.142612278461456299e-01,8.862943649291992188e-01,8.582432270050048828e-01
5.887484550476074219e-01,5.680839419364929199e-01,2.127008140087127686e-01,5.625368356704711914e-01,4.541683197021484375e-01,7.395229935646057129e-01,8.564125001430511475e-02,2.787073552608489990e-01,8.429971337318420410e-01,8.109039068222045898e-01
4.710237979888916016e-01,4.589323997497558594e-01,2.524764239788055420e-01,5.518909096717834473e-01,5.056304335594177246e-01,7.895393371582031250e-01,1.515867114067077637e-01,3.530489802360534668e-01,9.046375155448913574e-01,8.863241672515869141e-01
4.470894336700439453e-01,5.752375125885009766e-01,1.604703813791275024e-01,4.930983781814575195e-01,4.620658457279205322e-01,7.898091673851013184e-01,1.399512588977813721e-01,3.119118511676788330e-01,8.722636699676513672e-01,8.260315656661987305e-01
4.829842448234558105e-01,5.703474283218383789e-01,2.480389028787612915e-01,4.908722341060638428e-01,4.099065065383911133e-01,7.568572163581848145e-01,1.634846627712249756e-01,2.663950622081756592e-01,7.979583144187927246e-01,1.000000000000000000e+00
5.262648463249206543e-01,4.093453586101531982e-01,1.984624564647674561e-01,5.284891724586486816e-01,3.504073619842529297e-01,8.238940238952636719e-01,1.085069328546524048e-01,3.214778304100036621e-01,9.265888333320617676e-01,8.121989965438842773e-01
4.786356389522552490e-01,4.785661697387695312e-01,1.506481170654296875e-01,4.875346124172210693e-01,4.242830574512481689e-01,8.050755858421325684e-01,1.819224059581756592e-01,3.574314117431640625e-01,8.924925327301025391e-01,7.896118760108947754e-01
5.414068698883056641e-01,4.646163880825042725e-01,1.991901248693466187e-01,4.885832667350769043e-01,4.518644511699676514e-01,8.334614634513854980e-01,1.482044756412506104e-01,2.924309074878692627e-01,8.362742066383361816e-01,9.165199398994445801e-01
6.125126481056213379e-01,5.267845988273620605e-01,1.887560784816741943e-01,4.218143224716186523e-01,3.461508154869079590e-01,9.106069803237915039e-01,1.208544969558715820e-01,3.420733809471130371e-01,9.228066205978393555e-01,8.917839527130126953e-01
4.855089485645294189e-01,5.649708509445190430e-01,2.330435663461685181e-01,5.704961419105529785e-01,4.582514464855194092e-01,9.696972370147705078e-01,1.470127254724502563e-01,3.000620305538177490e-01,8.604867458343505859e-01,8.853908777236938477e-01
4.743038713932037354e-01,5.099688768386840820e-01,1.550555676221847534e-01,4.666901230812072754e-01,4.133959114551544189e-01,9.529318213462829590e-01,1.226020231842994690e-01,3.021405935287475586e-01,8.983867168426513672e-01,9.681850075721740723e-01
4.165576100349426270e-01,4.430194795131683350e-01,1.811212748289108276e-01,5.087280273437500000e-01,4.110938906669616699e-01,8.815583586692810059e-01,1.426850110292434692e-01,3.142527341842651367e-01,8.752825856208801270e-01,9.356806278228759766e-01
4.553079307079315186e-01,5.493294596672058105e-01,2.411101460456848145e-01,5.720394253730773926e-01,4.711908400058746338e-01,9.224089384078979492e-01,1.938970535993576050e-01,3.369774818420410156e-01,9.631112217903137207e-01,8.771164417266845703e-01
5.686641931533813477e-01,5.720830559730529785e-01,5.136826038360595703e-01,6.668375134468078613e-01,1.183538287878036499e-01,9.364008903503417969e-01,3.756470978260040283e-01,2.770347148180007935e-02,7.332527637481689453e-01,6.353281140327453613e-01
5.781710743904113770e-01,5.761405825614929199e-01,4.785846173763275146e-01,6.193222999572753906e-01,1.714701056480407715e-01,9.094052910804748535e-01,5.313121080398559570e-01,1.462036371231079102e-01,6.983994245529174805e-01,4.083596765995025635e-01
6.086761951446533203e-01,5.521560907363891602e-01,4.829447269439697266e-01,5.571914911270141602e-01,1.849852055311203003e-01,8.504012227058410645e-01,6.327006220817565918e-01,2.552041411399841309e-01,7.778431773185729980e-01,5.336745977401733398e-01
5.814573764801025391e-01,6.032081842422485352e-01,4.641519188880920410e-01,5.404512286186218262e-01,2.607515454292297363e-01,8.098576664924621582e-01,4.317019581794738770e-01,2.574289441108703613e-01,8.333551287651062012e-01,5.581544637680053711e-01
5.500011444091796875e-01,5.676144957542419434e-01,4.599860012531280518e-01,4.434675276279449463e-01,2.039548605680465698e-01,8.523674607276916504e-01,3.996656537055969238e-01,2.258703559637069702e-01,8.368655443191528320e-01,5.556793212890625000e-01
4.230479001998901367e-01,4.419948160648345947e-01,3.710811138153076172e-01,5.100716352462768555e-01,3.158657848834991455e-01,8.643360733985900879e-01,3.180517554283142090e-01,2.988416254520416260e-01,8.093159198760986328e-01,7.157893776893615723e-01
5.131064653396606445e-01,4.561160802841186523e-01,3.468756973743438721e-01,4.830994904041290283e-01,3.550579249858856201e-01,9.594821333885192871e-01,2.598032653331756592e-01,3.398307561874389648e-01,9.035212397575378418e-01,7.510315179824829102e-01
4.990735054016113281e-01,4.959494769573211670e-01,3.545626103878021240e-01,4.784256517887115479e-01,3.646067976951599121e-01,8.705794811248779297e-01,2.176031470298767090e-01,2.580873966217041016e-01,8.762786388397216797e-01,8.217447400093078613e-01
5.756601095199584961e-01,5.098185539245605469e-01,2.947023510932922363e-01,5.088471174240112305e-01,3.895726501941680908e-01,9.835754632949829102e-01,1.512278169393539429e-01,2.612345814704895020e-01,9.435062408447265625e-01,8.143159747123718262e-01
5.389391183853149414e-01,4.530406594276428223e-01,2.652586996555328369e-01,5.287842750549316406e-01,3.954075872898101807e-01,9.265907406806945801e-01,2.159496247768402100e-01,3.231064975261688232e-01,9.236711859703063965e-01,8.793331980705261230e-01
4.936742484569549561e-01,4.945523142814636230e-01,3.209355771541595459e-01,4.681805372238159180e-01,3.511156141757965088e-01,8.519039750099182129e-01,1.578727364540100098e-01,3.553728163242340088e-01,9.029954075813293457e-01,9.307936429977416992e-01
5.332787036895751953e-01,4.025357663631439209e-01,1.666029989719390869e-01,5.365332365036010742e-01,3.843710124492645264e-01,8.071472048759460449e-01,1.689955592155456543e-01,3.637507557868957520e-01,8.892472982406616211e-01,8.398827910423278809e-01
