1.433286368846893311e-01,6.634774804115295410e-01,6.760793328285217285e-01,3.120085000991821289e-01,1.695122122764587402e-01,2.515802085399627686e-01,8.807129263877868652e-01,5.948135256767272949e-01,4.812846183776855469e-01,7.893910408020019531e-01,2.575270533561706543e-01,4.915751516819000244e-01,6.748225688934326172e-01,4.694518148899078369e-01,2.806468307971954346e-01,2.353606075048446655e-01,2.719969451427459717e-01,6.546625494956970215e-01,3.943213224411010742e-01,7.847663164138793945e-01,3.534670174121856689e-01,6.718379259109497070e-01,3.896062076091766357e-01,6.297514438629150391e-01,6.228448748588562012e-01,4.973574280738830566e-01,8.652179241180419922e-01,4.550500214099884033e-01,3.089965879917144775e-01,7.631866335868835449e-01,5.073986947536468506e-02,6.851614713668823242e-01,5.348916053771972656e-01,5.311176180839538574e-01,6.789026856422424316e-01,9.848636388778686523e-02,7.061157822608947754e-01,7.136164903640747070e-01,4.632800519466400146e-01,2.857716977596282959e-01,5.147830247879028320e-01,7.250288128852844238e-01,4.472682774066925049e-01,6.329416632652282715e-01,5.694332718849182129e-01,7.801201343536376953e-01,5.487271547317504883e-01,2.098034508526325226e-02,4.036721289157867432e-01,2.176213860511779785e-01
2.122013866901397705e-01,6.440130472183227539e-01,6.938859820365905762e-01,3.143607974052429199e-01,2.791078388690948486e-01,3.548215925693511963e-01,8.408969044685363770e-01,4.987920224666595459e-01,4.226846992969512939e-01,7.840572595596313477e-01,3.741134107112884521e-01,4.028857648372650146e-01,7.313385605812072754e-01,4.587978422641754150e-01,1.534001827239990234e-01,3.525802493095397949e-01,5.753374099731445312e-01,6.605377793312072754e-01,3.984462022781372070e-01,8.314235806465148926e-01,4.259965121746063232e-01,7.335513234138488770e-01,3.036346137523651123e-01,6.200496554374694824e-01,4.918737411499023438e-01,6.074262261390686035e-01,6.586472392082214355e-01,5.322056412696838379e-01,3.652914464473724365e-01,6.408262252807617188e-01,1.072730869054794312e-01,6.298952102661132812e-01,6.670890450477600098e-01,5.698902606964111328e-01,5.895791649818420410e-01,7.053567469120025635e-02,6.362933516502380371e-01,7.851755023002624512e-01,5.538680553436279297e-01,2.768743932247161865e-01,4.712068736553192139e-01,8.361868262290954590e-01,3.810215890407562256e-01,5.735234022140502930e-01,5.166195631027221680e-01,7.135650515556335449e-01,5.059458017349243164e-01,1.707626134157180786e-01,4.162380099296569824e-01,1.360435932874679565e-01
1.130373924970626831e-01,5.903918147087097168e-01,8.392384052276611328e-01,2.495421618223190308e-01,3.738613426685333252e-01,2.958568036556243896e-01,7.252103090286254883e-01,6.066741943359375000e-01,5.137265324592590332e-01,8.489172458648681641e-01,3.993150889873504639e-01,3.338647782802581787e-01,7.441071867942810059e-01,4.746884107589721680e-01,5.490596592426300049e-02,3.496810793876647949e-01,6.926960349082946777e-01,6.760031580924987793e-01,4.287165999412536621e-01,9.930499792098999023e-01,4.454906880855560303e-01,7.412755489349365234e-01,2.575102150440216064e-01,6.284834146499633789e-01,4.106494486331939697e-01,6.066176295280456543e-01,5.856014490127563477e-01,4.148345291614532471e-01,4.449383616447448730e-01,4.728027880191802979e-01,1.522354483604431152e-01,5.698855519294738770e-01,6.557734012603759766e-01,6.091386675834655762e-01,5.192909836769104004e-01,2.062073647975921631e-01,5.110369324684143066e-01,7.920683622360229492e-01,5.759788155555725098e-01,2.991982102394104004e-01,3.660364449024200439e-01,8.611821532249450684e-01,3.501462042331695557e-01,6.658684611320495605e-01,5.219396352767944336e-01,8.239980936050415039e-01,4.545995891094207764e-01,1.094383373856544495e-01,3.715721964836120605e-01,2.461650520563125610e-01
1.126793324947357178e-01,5.315054059028625488e-01,7.422466874122619629e-01,2.014780640602111816e-01,2.946764528751373291e-01,4.391144514083862305e-01,6.959593892097473145e-01,5.028386116027832031e-01,4.876478612422943115e-01,8.735863566398620605e-01,3.992813527584075928e-01,1.822018027305603027e-01,7.693910002708435059e-01,4.823319613933563232e-01,1.418348401784896851e-01,1.755993217229843140e-01,4.503165483474731445e-01,6.990395784378051758e-01,3.617664873600006104e-01,9.069126844406127930e-01,4.713302850723266602e-01,7.605302929878234863e-01,2.495623975992202759e-01,5.947002768516540527e-01,3.305111229419708252e-01,7.140018343925476074e-01,5.680093169212341309e-01,5.056605339050292969e-01,4.101226031780242920e-01,4.144240319728851318e-01,2.290304154157638550e-01,4.981099665164947510e-01,6.731079816818237305e-01,6.546667814254760742e-01,4.452269077301025391e-01,2.488963901996612549e-01,3.578566312789916992e-01,8.240744471549987793e-01,5.079305768013000488e-01,3.854283988475799561e-01,2.926950454711914062e-01,7.603632211685180664e-01,2.335546910762786865e-01,5.879629254341125488e-01,5.843874812126159668e-01,8.844990134239196777e-01,3.103600442409515381e-01,2.266346365213394165e-01,4.270680248737335205e-01,1.968736052513122559e-01
1.740214824676513672e-01,5.533369183540344238e-01,7.852646112442016602e-01,2.986179888248443604e-01,3.572768270969390869e-01,3.248423635959625244e-01,8.264002203941345215e-01,5.394927263259887695e-01,4.955817461013793945e-01,8.339533209800720215e-01,5.757380723953247070e-01,2.720335423946380615e-01,8.060386776924133301e-01,4.684269726276397705e-01,1.505624800920486450e-01,2.985730767250061035e-01,3.744022548198699951e-01,7.524623870849609375e-01,3.987722396850585938e-01,8.584004640579223633e-01,4.398794472217559814e-01,7.341244816780090332e-01,2.196974009275436401e-01,5.293146967887878418e-01,3.249874413013458252e-01,7.222266793251037598e-01,5.417391657829284668e-01,3.927696645259857178e-01,4.608057141304016113e-01,3.126473724842071533e-01,2.782591581344604492e-01,3.953179121017456055e-01,7.498224973678588867e-01,5.294604897499084473e-01,4.684509932994842529e-01,2.428285181522369385e-01,3.383828997611999512e-01,8.240477442741394043e-01,4.515109360218048096e-01,4.042976796627044678e-01,3.090658783912658691e-01,7.547196745872497559e-01,1.991674900054931641e-01,5.412105321884155273e-01,4.459625780582427979e-01,7.937960028648376465e-01,2.732989788055419922e-01,2.968806624412536621e-01,4.250325858592987061e-01,1.889668405055999756e-01
1.134538277983665466e-01,4.786968529224395752e-01,7.089448571205139160e-01,2.184146344661712646e-01,3.801798224449157715e-01,3.868617117404937744e-01,8.110437393188476562e-01,5.866948962211608887e-01,4.078471064567565918e-01,7.551019787788391113e-01,5.977081060409545898e-01,1.790649294853210449e-01,9.182693958282470703e-01,5.214036703109741211e-01,5.376919358968734741e-02,2.379328906536102295e-01,2.765308618545532227e-01,7.168250083923339844e-01,3.936829268932342529e-01,8.757969737052917480e-01,4.457217752933502197e-01,7.666450738906860352e-01,2.862851023674011230e-01,6.292990446090698242e-01,2.117740213871002197e-01,7.767519950866699219e-01,4.175000488758087158e-01,3.601442873477935791e-01,4.383395314216613770e-01,2.985239923000335693e-01,3.984031081199645996e-01,3.522276878356933594e-01,7.080964446067810059e-01,5.337782502174377441e-01,3.213327825069427490e-01,2.701950669288635254e-01,3.225516676902770996e-01,8.772121667861938477e-01,4.161647558212280273e-01,3.393153846263885498e-01,2.320161163806915283e-01,8.326110839843750000e-01,2.089036554098129272e-01,4.777031242847442627e-01,4.721758961677551270e-01,8.168891668319702148e-01,2.872240841388702393e-01,2.703584134578704834e-01,4.501485228538513184e-01,2.035889774560928345e-01
1.043458729982376099e-01,5.821610093116760254e-01,8.224737048149108887e-01,2.644843459129333496e-01,3.819333910942077637e-01,3.407768905162811279e-01,7.655164599418640137e-01,5.264313220977783203e-01,4.433321654796600342e-01,8.855521082878112793e-01,5.628922581672668457e-01,2.279139310121536255e-01,7.669553160667419434e-01,4.525597691535949707e-01,8.340051770210266113e-02,1.569980382919311523e-01,1.333474069833755493e-01,7.594864368438720703e-01,3.764204978942871094e-01,8.081620931625366211e-01,3.428206443786621094e-01,7.859788537025451660e-01,2.296440452337265015e-01,5.861228108406066895e-01,2.533392012119293213e-01,7.605769634246826172e-01,3.631078302860260010e-01,4.270132780075073242e-01,4.500171244144439697e-01,1.889088153839111328e-01,5.193581581115722656e-01,2.240201681852340698e-01,7.676774859428405762e-01,5.136951804161071777e-01,2.731489539146423340e-01,3.164208233356475830e-01,1.370227634906768799e-01,9.006612300872802734e-01,5.040625929832458496e-01,3.699994087219238281e-01,1.844375133514404297e-01,8.789497017860412598e-01,3.556403219699859619e-01,4.456799626350402832e-01,4.671162366867065430e-01,7.771542668342590332e-01,2.939029037952423096e-01,3.180747032165527344e-01,3.941062688827514648e-01,2.274479269981384277e-01
3.195770457386970520e-02,4.861626625061035156e-01,9.102745652198791504e-01,2.751089632511138916e-01,4.245700836181640625e-01,3.385943770408630371e-01,7.414954900741577148e-01,5.244148969650268555e-01,5.170798301696777344e-01,8.652458190917968750e-01,7.493505477905273438e-01,1.819054186344146729e-01,7.988027930259704590e-01,4.856911301612854004e-01,9.498064219951629639e-02,2.174130082130432129e-01,0.000000000000000000e+00,7.389648556709289551e-01,4.155150949954986572e-01,8.559115529060363770e-01,4.108497202396392822e-01,7.592945098876953125e-01,3.253742754459381104e-01,6.367776989936828613e-01,1.816048175096511841e-01,7.660319209098815918e-01,3.996140658855438232e-01,4.749279320240020752e-01,4.879999458789825439e-01,1.428282409906387329e-01,5.772799253463745117e-01,2.231468409299850464e-01,7.678902745246887207e-01,4.979550838470458984e-01,2.331647723913192749e-01,3.275690376758575439e-01,1.399830430746078491e-01,7.681907415390014648e-01,4.635084867477416992e-01,3.636350929737091064e-01,2.251931279897689819e-01,7.288024425506591797e-01,2.647039890289306641e-01,4.033670127391815186e-01,5.048925876617431641e-01,8.146799802780151367e-01,2.528552412986755371e-01,3.823088109493255615e-01,5.092318654060363770e-01,2.409424781799316406e-01
5.663355812430381775e-02,4.125773310661315918e-01,8.507950901985168457e-01,2.186053544282913208e-01,4.313383102416992188e-01,3.318965733051300049e-01,8.191196322441101074e-01,4.421367049217224121e-01,4.316024184226989746e-01,7.893941402435302734e-01,6.779052019119262695e-01,1.987509429454803467e-01,8.896763324737548828e-01,5.549016594886779785e-01,1.204416230320930481e-01,2.892881631851196289e-01,9.599421918392181396e-02,7.525233626365661621e-01,4.610264003276824951e-01,7.911240458488464355e-01,5.223282575607299805e-01,7.288889288902282715e-01,3.821481168270111084e-01,6.068676710128784180e-01,1.143437847495079041e-01,7.942790985107421875e-01,4.890186786651611328e-01,4.499039947986602783e-01,4.572483301162719727e-01,1.195379495620727539e-01,6.614738702774047852e-01,1.440289765596389771e-01,8.034598827362060547e-01,4.541100561618804932e-01,1.595979779958724976e-01,3.128827810287475586e-01,1.732607334852218628e-01,8.732939362525939941e-01,4.919903874397277832e-01,3.922091126441955566e-01,9.585097432136535645e-02,8.888161182403564453e-01,3.406564593315124512e-01,3.717929720878601074e-01,4.349892735481262207e-01,8.577563166618347168e-01,1.449060142040252686e-01,4.588178098201751709e-01,4.702503681182861328e-01,2.046246528625488281e-01
5.892870202660560608e-02,4.258083403110504150e-01,7.911956906318664551e-01,2.565354406833648682e-01,4.123582839965820312e-01,3.882925510406494141e-01,7.789049148559570312e-01,5.221566557884216309e-01,4.865527451038360596e-01,7.899208068847656250e-01,7.425510883331298828e-01,1.705791056156158447e-01,8.860575556755065918e-01,5.474252700805664062e-01,6.586393713951110840e-02,1.530507802963256836e-01,3.727165982127189636e-02,7.916972637176513672e-01,4.770442843437194824e-01,8.427447676658630371e-01,4.026369750499725342e-01,7.626649737358093262e-01,3.073926270008087158e-01,6.501775383949279785e-01,1.974251419305801392e-01,7.412986755371093750e-01,3.112663924694061279e-01,4.254144132137298584e-01,4.962997138500213623e-01,1.540087312459945679e-01,6.321085095405578613e-01,1.310220211744308472e-01,7.590131759643554688e-01,5.642091035842895508e-01,1.540435850620269775e-01,3.699691891670227051e-01,3.927331045269966125e-02,7.811844944953918457e-01,4.669815301895141602e-01,4.310433566570281982e-01,8.350127935409545898e-02,8.132681846618652344e-01,2.580285370349884033e-01,2.966173291206359863e-01,4.407164156436920166e-01,7.651328444480895996e-01,1.807853877544403076e-01,4.359597861766815186e-01,3.608541786670684814e-01,2.161842435598373413e-01
