-2.442535649715373847e+00,-5.240126111650803553e-01,-1.705989519271567723e+00,-3.381020267361339648e+00,-5.363706775220913187e-02,-1.588164467654890277e+00,-1.412761645875764582e+00,-2.537694512847236350e+00,-2.217529473980731858e+00,-2.286576859130374562e+00,-2.853275331195773923e+00,-1.040213313339348966e+00,-2.768446586182212510e+00,-4.399777171553909128e+00,-3.674586360268215834e+00
1.025228191900939390e+00,-1.691670550172369891e+00,9.911911256854043506e-01,-1.414481885071017464e+00,8.218284374321235264e-01,-6.342513868812319489e-01,1.862712754771667756e+00,-4.285955390754511707e-02,7.454177111683550905e-01,1.644226933430274817e+00,-5.404853876560442583e-01,-3.621598504837089560e+00,-2.676314523438796389e+00,-1.826342048437971322e+00,-4.956208345792160741e-01
-1.203423001803801240e+00,-9.335983990366357732e-01,-2.314961683458204966e+00,5.442759564606910461e-01,-2.667921189722234132e+00,7.381785123717069519e-01,1.505331539009503450e+00,1.277981854686152108e+00,-1.598850618645582256e-01,2.807302504654474617e+00,2.862042245318364708e-01,1.838983313326643942e-01,-1.712610167694502028e+00,-1.284920496040206750e+00,-8.484228718515036682e-01
1.401023179035431332e-01,-1.121078120018423663e+00,-4.535733355748641782e-01,-1.724644729388949971e+00,-1.565587745588891577e+00,-5.810160108025225201e-01,1.642342187096736961e+00,1.099684851252167306e+00,4.061550866478906285e-01,-1.397896319650727248e+00,-2.233994220510853168e-01,-7.240728463596465270e-01,-6.932355597848305351e-02,-5.832661079035261764e-01,1.084880535721325368e+00
-6.579372320250941319e-01,6.020611219544235171e-01,3.988438041171746384e+00,5.698698749248620743e+00,1.148008359678791113e+00,-7.019825508541420733e-01,3.015234388225314532e+00,1.381926781056074693e+00,1.325034027514323531e+00,-2.162444038541242897e+00,3.650605205260146757e+00,4.078912930763580746e+00,3.298218456932934473e+00,1.418690003602804284e+00,4.317375764295460883e+00
1.192939438968304344e+00,-1.260938255042630407e-01,2.827388031084315578e+00,4.514971533592659902e+00,-1.995338796598137288e-01,5.859645576881559181e-01,-2.116194077133672025e+00,-1.028918952556463901e-01,5.525792300013251390e-01,-1.364381001348631495e+00,2.525567973569568192e+00,6.010497092675562314e+00,4.561274587490537158e+00,6.018967196203781178e+00,2.826992146314148968e+00
5.262180650474053145e-01,1.442388806975610560e+00,-1.877281514775415605e+00,-2.668742917654762348e+00,2.874955034809011600e+00,-6.702419669500042643e-01,-1.857225641342161282e+00,-6.370820994215734556e-01,-2.014474108734224611e+00,-1.467870797729257770e+00,1.175961579697662129e+00,4.959212547111548908e+00,1.800242661433675062e+00,2.397043916291612842e+00,-2.584010328631693998e+00
2.235543169618799286e+00,4.389321214906569679e+00,-7.596673274209503335e-01,-3.901041828922509946e+00,4.049719971659551554e+00,7.026423391098662874e-01,-1.088205803610557076e+00,-1.604081406376890229e+00,-1.562302592497671005e+00,-7.744644400807325635e-01,-3.816225463179940380e+00,-4.006536040281419853e-01,1.022826040550708360e+00,-1.204125005230928025e+00,-9.034448181115100063e-01
4.058236093448469362e+00,2.964169656556765453e+00,1.852552314728508898e-01,-4.728507776230777560e-01,2.037002136025215293e+00,4.800358998770164476e+00,-1.579450660006969986e+00,2.050019492937631416e+00,9.143800534528356838e-01,2.279011808115697507e-02,-1.975986315687276562e+00,-3.293933453274703993e+00,-1.349372006256421175e+00,3.433508080065841739e+00,-7.309128360123833268e-01
-2.103949736285256389e+00,2.321439239209197869e-01,-1.719335234066085016e+00,-1.852078141976903014e+00,-3.468791985455917715e+00,3.177755811593861335e+00,-2.342235022522537236e+00,-1.842952479273639588e+00,-1.090599880024887502e+00,5.077605681900950740e-01,1.521962346905455510e-01,-1.085493252082678550e+00,-2.692452229394291408e+00,1.560032605541796125e+00,-9.981129446918077797e-01
-2.631952977188367626e+00,5.509599869623827972e-01,-1.909466756915182861e+00,6.743071626257957085e-01,-2.300242327985861035e+00,3.165621663631481120e+00,-3.878587210572530530e-01,-1.579352810096830151e+00,-8.426727871461989761e-01,1.714282277348949446e+00,-4.392708946345194043e-01,2.028201202186367347e+00,1.886491134642985124e+00,-3.416826137679513042e+00,-1.707082691223455573e+00
-3.779576099571667069e-01,-2.506546129591921357e+00,-5.469738397300519805e-01,2.269903070956064486e-02,-1.864221166804391316e+00,3.034963614491833717e+00,5.859020363501220574e-01,-1.229769673459872870e+00,-3.857727935326950297e-02,1.818548768820068995e+00,1.175529201604195828e+00,1.325716906545349127e+00,1.004879202588146558e+00,-4.373982569425028943e-01,-8.690673729109626988e-02
-5.902450662641361978e-01,-3.049377440503549419e+00,-1.004748170988962963e+00,2.400554027893963216e+00,-2.626745564785247566e+00,-2.820368570510766837e+00,-4.407012323488782024e-01,-6.965306347134276876e-01,1.794007413072965518e+00,3.866923137947889805e-02,1.335401465520360986e+00,-3.257216792417739537e+00,-1.948139302230423642e+00,-1.266282314014055554e+00,1.525187769303834262e+00
8.523335606727991953e-01,-1.595815187473931696e+00,-5.270532635157548773e-01,1.293531461717878361e+00,-2.408599553103304203e+00,-3.131850935770374988e+00,-1.329134352614200099e+00,-4.843711378174124782e-01,6.046361679112272070e-01,-8.971889137340192111e-01,-1.253039584443691901e+00,-7.804443295566456662e+00,-3.951808562051747131e+00,-4.851793796854048324e+00,-2.303263729198067544e+00
2.759624220344124024e-01,2.823681297786343247e+00,6.212623629234069744e-01,-4.425266289726801916e-01,2.471229798196438593e-02,1.507215569234936714e+00,-1.267491502128212932e-01,2.875700262920081407e+00,1.257582265933557375e+00,7.142787549814246795e-01,3.453481229003328989e-01,-4.635015969034826711e+00,9.920739001788423383e-01,-1.218244654649427439e+00,-2.232350788987508827e-01
