-7.358047494558231927e-01,-1.413689030578510808e+00,-3.029336843093967335e+00,-9.822376147765901067e-01,-1.759488894254248370e+00,4.743747369046676376e-01,9.192793648795720696e-01,-2.902092338775691949e-01,-6.130761261506589843e-02,-2.352903200265504147e+00,-1.877611452794671232e+00,-1.744519843659953828e+00,-1.775891134195485277e+00,1.821785841328331434e+00,-2.212266673137434747e+00
-1.788242039194844146e+00,-4.142129439636354493e-01,1.181910470027252164e-01,7.103319720768671575e-01,-1.709398229436166705e+00,-1.284262196811373657e+00,1.705337346434730561e+00,-5.171801479386702871e-01,-8.365286063674727268e-01,1.265457022114881702e-01,-1.353226456301807268e+00,-4.441194830854074405e-01,-1.013824874146125987e+00,2.590033973401329348e+00,1.844980684322322650e+00
2.501765180141757861e-01,-2.137085205492204931e+00,-1.240392031937986417e+00,-1.491995264351808403e+00,-1.739581666560736650e+00,-3.927491264646289504e-01,3.949272964237054984e-01,-3.559323258698852133e-01,-1.560514826091454754e+00,-1.584689378775612445e+00,-5.800205627821518606e-01,-2.799084781159741353e-01,-3.001211300557102390e+00,-1.308414596100607286e+00,-5.230399561297349731e-01
2.009646584702801941e-01,8.245661108170287967e-01,-6.605831096948562298e-01,-9.105574904466852137e-01,1.757617580003989932e+00,-2.868969709395469803e+00,-3.123289404767317645e+00,-1.991933514593348997e+00,-1.307931218880187485e+00,-2.131988321143849063e+00,-6.550561610959489134e-02,5.436666636055935697e-01,-2.631256551123567711e+00,-4.757844176695751770e+00,6.139006408774965173e-01
5.218842569131762588e+00,3.197479881204479124e+00,9.548289005651577899e-01,7.859876996280453776e-01,4.486901810306575200e+00,4.877073998292368873e-01,-2.708806777473197425e+00,-4.725131711960567360e-01,4.856861267446818120e-01,-1.453589018754708195e-01,4.596543507499220027e+00,2.345936631563898089e+00,2.692119048192547215e+00,2.440062555215584794e+00,3.126214236761791110e+00
3.947790161440198009e+00,3.791095532952504232e+00,1.172421356740515064e+00,8.073337823819382031e-01,3.131448275364704159e+00,-2.249758043814940323e-01,-2.387377137313558828e-01,1.594352455804178836e+00,-5.296438234660984234e-02,1.985030779995532457e+00,1.118334044614051725e+00,2.510226822362708332e-01,5.660686351106217096e+00,1.894060549058783405e+00,1.188630493701080315e+00
-1.757463470543864759e+00,-1.890297730340222859e+00,6.950257489313518278e+00,3.040280680797160073e+00,-1.094886545428592983e+00,-4.886113211517571497e-01,1.646127800952946973e+00,4.547483472435500107e-01,2.028662891694456683e+00,-6.010385408158949172e-01,-2.633473312454985837e+00,2.267006947629166991e+00,4.455561845724587577e+00,9.643662227304115042e-01,-1.511773352799621328e+00
-3.616813434508749925e+00,-2.750564318295821487e+00,5.126515274979224213e-01,3.135821646740597046e+00,4.317592377707823559e+00,9.402974484313648684e-01,-1.900639567546222874e-01,-4.293499734763587261e-01,3.899554330530910495e-01,5.146933061633497675e-02,-1.786786785751681039e+00,-3.115693749991361283e+00,2.284510273424745552e+00,2.561984987857582663e+00,-7.259140369182258690e-01
-3.006061796863199742e+00,-5.712680062416006788e-01,-4.476682982348929585e+00,3.168485067030185398e+00,-2.259009957830922399e+00,7.683533444083737729e-01,-1.398990295040136056e+00,-1.185687308132600926e+00,-1.726321438332639957e+00,5.475706780674156615e-01,1.580873237289637245e+00,-2.006513318768109233e+00,-4.722713724820466474e+00,-5.577316850882506394e+00,-1.153757612852522874e+00
-1.867037752630646419e-01,5.681263660918082214e-01,-4.285402887561932106e-01,1.041475467516206344e+00,-2.516878504299611130e+00,4.734000221777592832e-01,-7.455019501060743403e-01,6.955745683490905940e-01,9.339300585197453097e-01,6.894933197334598418e-01,1.538711511036772617e+00,8.822780973124240145e-01,-4.597509656951364043e+00,-3.676222304449678902e+00,-2.894461711118560210e+00
